UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
root        1432       1    1432  0    2 09:19 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1432       1    1467  0    2 09:19 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1452       1    1452  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1457  0   17 09:19 ?        00:00:08 /usr/bin/containerd
root        1452       1    1458  0   17 09:19 ?        00:00:02 /usr/bin/containerd
root        1452       1    1459  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1460  0   17 09:19 ?        00:00:02 /usr/bin/containerd
root        1452       1    1461  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1475  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1476  0   17 09:19 ?        00:00:03 /usr/bin/containerd
root        1452       1    1477  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1478  0   17 09:19 ?        00:00:02 /usr/bin/containerd
root        1452       1    1479  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1480  0   17 09:19 ?        00:00:00 /usr/bin/containerd
root        1452       1    1482  0   17 09:19 ?        00:00:01 /usr/bin/containerd
root        1452       1    1483  0   17 09:19 ?        00:00:03 /usr/bin/containerd
root        1452       1    1484  0   17 09:19 ?        00:00:03 /usr/bin/containerd
root        1452       1    1485  0   17 09:19 ?        00:00:02 /usr/bin/containerd
root        1452       1    1486  0   17 09:19 ?        00:00:02 /usr/bin/containerd
root        1455       1    1455  0    4 09:19 ?        00:00:00 /usr/sbin/gdm3
root        1455       1    1462  0    4 09:19 ?        00:00:00 /usr/sbin/gdm3
root        1455       1    1463  0    4 09:19 ?        00:00:00 /usr/sbin/gdm3
root        1455       1    1464  0    4 09:19 ?        00:00:00 /usr/sbin/gdm3
mysql       1469       1    1469  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1509  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1510  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1511  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1512  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1513  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1514  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1516  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1517  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1519  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1520  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1576  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1577  0   37 09:19 ?        00:00:09 /usr/sbin/mysqld
mysql       1469       1    1578  0   37 09:19 ?        00:00:09 /usr/sbin/mysqld
mysql       1469       1    1579  0   37 09:19 ?        00:00:09 /usr/sbin/mysqld
mysql       1469       1    1580  0   37 09:19 ?        00:00:10 /usr/sbin/mysqld
mysql       1469       1    1581  0   37 09:19 ?        00:01:52 /usr/sbin/mysqld
mysql       1469       1    1597  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1598  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1600  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1618  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1619  0   37 09:19 ?        00:00:02 /usr/sbin/mysqld
mysql       1469       1    1620  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1621  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1622  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1623  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1624  0   37 09:19 ?        00:00:01 /usr/sbin/mysqld
mysql       1469       1    1628  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1629  0   37 09:19 ?        00:00:14 /usr/sbin/mysqld
mysql       1469       1    1630  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1631  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1632  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1633  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1638  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1639  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1641  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
mysql       1469       1    1642  0   37 09:19 ?        00:00:00 /usr/sbin/mysqld
rtkit       1534       1    1534  0    3 09:19 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1534       1    1541  0    3 09:19 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1534       1    1542  0    3 09:19 ?        00:00:00 /usr/libexec/rtkit-daemon
root        1645       2    1645  0    1 09:19 ?        00:00:00 [krfcommd]
colord      1707       1    1707  0    4 09:19 ?        00:00:00 /usr/libexec/colord
colord      1707       1    1747  0    4 09:19 ?        00:00:00 /usr/libexec/colord
colord      1707       1    1748  0    4 09:19 ?        00:00:00 /usr/libexec/colord
colord      1707       1    1750  0    4 09:19 ?        00:00:00 /usr/libexec/colord
cups-br+    2178       1    2178  0    4 09:19 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2178       1    2197  0    4 09:19 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2178       1    2198  0    4 09:19 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2178       1    2199  0    4 09:19 ?        00:00:00 /usr/sbin/cups-browsed
root        2179       1    2179  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2192  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2193  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2194  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2195  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2196  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2218  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2219  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2220  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2221  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2228  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2229  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2230  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2231  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2249  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2250  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2251  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2423  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2424  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2455  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2179       1    2456  0   21 09:19 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
ollama      2181       1    2181  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2187  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2188  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2189  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2190  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2191  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2200  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2201  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2202  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2203  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2204  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2205  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
ollama      2181       1    2206  0   13 09:19 ?        00:00:00 /usr/local/bin/ollama serve
kernoops    2182       1    2182  0    1 09:19 ?        00:00:00 /usr/sbin/kerneloops --test
kernoops    2185       1    2185  0    1 09:19 ?        00:00:00 /usr/sbin/kerneloops
root        2560    1455    2560  0    4 09:19 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2560    1455    2561  0    4 09:19 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2560    1455    2562  0    4 09:19 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2560    1455    2564  0    4 09:19 ?        00:00:00 gdm-session-worker [pam/gdm-password]
supprit     2573       1    2573  0    1 09:19 ?        00:00:04 /usr/lib/systemd/systemd --user
supprit     2579    2573    2579  0    1 09:19 ?        00:00:00 (sd-pam)
supprit     2589    2573    2589  0    3 09:19 ?        00:00:02 /usr/bin/pipewire
supprit     2589    2573    2619  0    3 09:19 ?        00:00:00 /usr/bin/pipewire
supprit     2589    2573    2624  0    3 09:19 ?        00:00:03 /usr/bin/pipewire
supprit     2590    2573    2590  0    3 09:19 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
supprit     2590    2573    2617  0    3 09:19 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
supprit     2590    2573    2620  0    3 09:19 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
supprit     2591    2573    2591  0    1 09:19 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
supprit     2593    2573    2593  0    6 09:19 ?        00:00:04 /usr/bin/wireplumber
supprit     2593    2573    2618  0    6 09:19 ?        00:00:00 /usr/bin/wireplumber
supprit     2593    2573    2621  0    6 09:19 ?        00:01:50 /usr/bin/wireplumber
supprit     2593    2573    2622  0    6 09:19 ?        00:00:00 /usr/bin/wireplumber
supprit     2593    2573    2627  0    6 09:19 ?        00:00:00 /usr/bin/wireplumber
supprit     2593    2573    2630  0    6 09:19 ?        00:00:00 /usr/bin/wireplumber
supprit     2595    2573    2595  0    3 09:19 ?        00:01:03 /usr/bin/pipewire-pulse
supprit     2595    2573    2616  0    3 09:19 ?        00:00:00 /usr/bin/pipewire-pulse
supprit     2595    2573    2626  0    3 09:19 ?        00:00:40 /usr/bin/pipewire-pulse
supprit     2597    2573    2597  0    5 09:19 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
supprit     2597    2573    2612  0    5 09:19 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
supprit     2597    2573    2613  0    5 09:19 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
supprit     2597    2573    2614  0    5 09:19 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
supprit     2597    2573    2615  0    5 09:19 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
supprit     2611    2573    2611  0    1 09:19 ?        00:00:07 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
supprit     2658    2573    2658  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2659  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2660  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2661  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2668  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2670  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2658    2573    2671  0    7 09:19 ?        00:00:00 /usr/libexec/xdg-document-portal
supprit     2662    2573    2662  0    4 09:19 ?        00:00:00 /usr/libexec/xdg-permission-store
supprit     2662    2573    2663  0    4 09:19 ?        00:00:00 /usr/libexec/xdg-permission-store
supprit     2662    2573    2664  0    4 09:19 ?        00:00:00 /usr/libexec/xdg-permission-store
supprit     2662    2573    2666  0    4 09:19 ?        00:00:00 /usr/libexec/xdg-permission-store
root        2669    2658    2669  0    1 09:19 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
supprit     2692    2560    2692  0    4 09:19 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
supprit     2692    2560    2698  0    4 09:19 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
supprit     2692    2560    2699  0    4 09:19 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
